Customer_Depot_ID,Supplier_Depot_ID
20.0,26
21.0,26
22.0,26
23.0,26
24.0,26
25.0,26
26.0,26
29.0,26
33.0,26
38.0,26
39.0,26
40.0,26
42.0,26
43.0,26
44.0,26
46.0,26
50.0,26
53.0,26
54.0,26
55.0,26
57.0,26
58.0,26
60.0,26
8.0,27
13.0,27
20.0,27
25.0,27
26.0,27
31.0,27
32.0,27
35.0,27
38.0,27
39.0,27
40.0,27
42.0,27
43.0,27
44.0,27
47.0,27
48.0,27
53.0,27
1.0,28
2.0,28
3.0,28
4.0,28
6.0,28
7.0,28
8.0,28
10.0,28
12.0,28
14.0,28
17.0,28
19.0,28
21.0,28
22.0,28
23.0,28
24.0,28
25.0,28
29.0,28
34.0,28
35.0,28
36.0,28
37.0,28
38.0,28
39.0,28
40.0,28
41.0,28
42.0,28
43.0,28
44.0,28
45.0,28
46.0,28
47.0,28
48.0,28
50.0,28
53.0,28
54.0,28
55.0,28
57.0,28
58.0,28
60.0,28
30.0,29
35.0,29
47.0,29
48.0,29
56.0,29
60.0,29
15.0,30
27.0,30
28.0,30
30.0,30
1.0,31
3.0,31
4.0,31
5.0,31
6.0,31
7.0,31
8.0,31
9.0,31
10.0,31
12.0,31
13.0,31
14.0,31
16.0,31
17.0,31
18.0,31
19.0,31
20.0,31
21.0,31
23.0,31
24.0,31
25.0,31
26.0,31
31.0,31
32.0,31
33.0,31
34.0,31
35.0,31
36.0,31
37.0,31
40.0,31
41.0,31
45.0,31
46.0,31
47.0,31
48.0,31
50.0,31
57.0,31
58.0,31
11.0,32
15.0,32
51.0,32
56.0,32
61.0,32
4.0,33
8.0,33
9.0,33
13.0,33
19.0,33
21.0,33
22.0,33
25.0,33
26.0,33
29.0,33
31.0,33
32.0,33
38.0,33
39.0,33
42.0,33
43.0,33
44.0,33
46.0,33
53.0,33
57.0,33
58.0,33
60.0,33
1.0,34
2.0,34
3.0,34
4.0,34
5.0,34
6.0,34
7.0,34
8.0,34
10.0,34
12.0,34
13.0,34
14.0,34
17.0,34
19.0,34
20.0,34
23.0,34
24.0,34
25.0,34
26.0,34
29.0,34
33.0,34
35.0,34
36.0,34
37.0,34
40.0,34
41.0,34
42.0,34
43.0,34
44.0,34
46.0,34
47.0,34
53.0,34
57.0,34
58.0,34
1.0,35
2.0,35
3.0,35
4.0,35
5.0,35
6.0,35
7.0,35
8.0,35
10.0,35
12.0,35
13.0,35
14.0,35
17.0,35
18.0,35
19.0,35
20.0,35
21.0,35
22.0,35
23.0,35
24.0,35
25.0,35
26.0,35
29.0,35
33.0,35
34.0,35
35.0,35
36.0,35
37.0,35
38.0,35
39.0,35
41.0,35
42.0,35
43.0,35
44.0,35
45.0,35
46.0,35
47.0,35
48.0,35
50.0,35
53.0,35
54.0,35
55.0,35
57.0,35
58.0,35
60.0,35
9.0,36
27.0,36
28.0,36
30.0,36
31.0,36
32.0,36
1.0,37
2.0,37
3.0,37
4.0,37
5.0,37
6.0,37
7.0,37
8.0,37
10.0,37
12.0,37
13.0,37
14.0,37
17.0,37
19.0,37
20.0,37
23.0,37
24.0,37
25.0,37
26.0,37
29.0,37
33.0,37
35.0,37
36.0,37
37.0,37
38.0,37
40.0,37
41.0,37
42.0,37
43.0,37
44.0,37
46.0,37
47.0,37
53.0,37
57.0,37
58.0,37
1.0,38
2.0,38
3.0,38
4.0,38
5.0,38
6.0,38
7.0,38
8.0,38
10.0,38
12.0,38
13.0,38
14.0,38
17.0,38
18.0,38
19.0,38
20.0,38
21.0,38
22.0,38
23.0,38
24.0,38
25.0,38
26.0,38
29.0,38
33.0,38
34.0,38
35.0,38
36.0,38
37.0,38
38.0,38
39.0,38
40.0,38
41.0,38
42.0,38
43.0,38
44.0,38
45.0,38
47.0,38
48.0,38
50.0,38
53.0,38
54.0,38
55.0,38
58.0,38
60.0,38
1.0,39
2.0,39
5.0,39
6.0,39
7.0,39
8.0,39
10.0,39
13.0,39
17.0,39
18.0,39
19.0,39
20.0,39
21.0,39
22.0,39
23.0,39
24.0,39
25.0,39
26.0,39
29.0,39
33.0,39
34.0,39
35.0,39
36.0,39
37.0,39
38.0,39
39.0,39
41.0,39
42.0,39
43.0,39
44.0,39
45.0,39
47.0,39
48.0,39
50.0,39
53.0,39
54.0,39
55.0,39
60.0,39
1.0,40
2.0,40
3.0,40
4.0,40
8.0,40
10.0,40
12.0,40
13.0,40
14.0,40
19.0,40
20.0,40
21.0,40
22.0,40
25.0,40
26.0,40
29.0,40
34.0,40
36.0,40
38.0,40
39.0,40
40.0,40
41.0,40
42.0,40
43.0,40
44.0,40
45.0,40
46.0,40
50.0,40
53.0,40
54.0,40
55.0,40
57.0,40
58.0,40
60.0,40
15.0,41
27.0,41
28.0,41
30.0,41
61.0,41
1.0,42
2.0,42
3.0,42
4.0,42
5.0,42
6.0,42
7.0,42
10.0,42
12.0,42
13.0,42
14.0,42
16.0,42
17.0,42
19.0,42
20.0,42
21.0,42
22.0,42
23.0,42
24.0,42
25.0,42
26.0,42
29.0,42
33.0,42
36.0,42
37.0,42
40.0,42
41.0,42
42.0,42
46.0,42
50.0,42
54.0,42
55.0,42
57.0,42
58.0,42
60.0,42
1.0,43
2.0,43
3.0,43
4.0,43
5.0,43
6.0,43
7.0,43
8.0,43
10.0,43
12.0,43
13.0,43
14.0,43
17.0,43
18.0,43
19.0,43
20.0,43
21.0,43
23.0,43
24.0,43
25.0,43
26.0,43
29.0,43
31.0,43
32.0,43
33.0,43
34.0,43
35.0,43
36.0,43
37.0,43
38.0,43
39.0,43
40.0,43
41.0,43
42.0,43
43.0,43
44.0,43
45.0,43
46.0,43
47.0,43
48.0,43
50.0,43
53.0,43
57.0,43
58.0,43
11.0,44
15.0,44
27.0,44
28.0,44
51.0,44
56.0,44
61.0,44
9.0,45
30.0,45
35.0,45
47.0,45
48.0,45
56.0,45
60.0,45
4.0,46
8.0,46
9.0,46
13.0,46
19.0,46
21.0,46
22.0,46
25.0,46
26.0,46
29.0,46
31.0,46
32.0,46
38.0,46
39.0,46
42.0,46
43.0,46
44.0,46
46.0,46
47.0,46
53.0,46
57.0,46
58.0,46
60.0,46
1.0,47
2.0,47
3.0,47
4.0,47
5.0,47
6.0,47
7.0,47
8.0,47
10.0,47
12.0,47
13.0,47
14.0,47
17.0,47
19.0,47
20.0,47
23.0,47
24.0,47
25.0,47
26.0,47
29.0,47
33.0,47
35.0,47
36.0,47
37.0,47
40.0,47
41.0,47
42.0,47
43.0,47
44.0,47
46.0,47
47.0,47
48.0,47
53.0,47
57.0,47
58.0,47
8.0,48
21.0,48
25.0,48
29.0,48
35.0,48
42.0,48
43.0,48
44.0,48
47.0,48
48.0,48
50.0,48
53.0,48
54.0,48
55.0,48
57.0,48
58.0,48
60.0,48
30.0,49
35.0,49
47.0,49
48.0,49
56.0,49
60.0,49
4.0,50
8.0,50
9.0,50
13.0,50
19.0,50
21.0,50
22.0,50
25.0,50
26.0,50
29.0,50
31.0,50
32.0,50
35.0,50
38.0,50
39.0,50
42.0,50
43.0,50
44.0,50
46.0,50
47.0,50
48.0,50
53.0,50
57.0,50
58.0,50
60.0,50
4.0,51
8.0,51
9.0,51
13.0,51
19.0,51
21.0,51
22.0,51
25.0,51
26.0,51
31.0,51
32.0,51
38.0,51
39.0,51
42.0,51
43.0,51
44.0,51
46.0,51
53.0,51
60.0,51
11.0,52
15.0,52
27.0,52
28.0,52
51.0,52
61.0,52
9.0,53
27.0,53
28.0,53
30.0,53
31.0,53
32.0,53
15.0,58
30.0,58
51.0,58
